age,policy_number,policy_start_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,gender,insured_education_level,insured_occupation,,insured_relationship,,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,number_of_vehicles_involved,property_damage,total_claim_amount,injury_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
41,330591,05/08/1993,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,,unmarried,,19/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,3,?,70400,6400,51200,Toyota,Highlander,2011,Y
38,319232,31/10/1997,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,,not-in-family,,17/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,1,NO,90000,18000,63000,Ford,Fusion,2015,N
39,531640,21/04/2001,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,,husband,,20/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,3,?,72820,13240,52960,BMW,3 Series,2010,N
41,368050,08/01/2013,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,,other-relative,,22/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,1,NO,69300,13860,41580,Volkswagen,Passat,2000,N
36,253791,23/07/2009,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,,other-relative,,23/01/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,1,NO,76560,12760,51040,Ford,Fusion,2008,Y
38,155724,20/02/1998,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,,not-in-family,,31/01/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Columbus,1,?,55440,0,49280,Nissan,Maxima,1999,Y
25,824540,13/03/2008,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,,other-relative,,05/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,NC,Arlington,4,YES,77130,8570,51420,Accura,MDX,1995,N
35,717392,20/08/1996,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,,not-in-family,,03/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,1,YES,42000,7000,28000,BMW,X5,2011,N
39,965768,27/07/2014,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,,unmarried,,17/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,3,NO,36300,3300,23100,Ford,Escape,2013,N
38,414779,09/11/1992,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,,unmarried,,09/01/2015,Single Vehicle Collision,Side Collision,Total Loss,WV,Columbus,1,NO,40320,5760,28800,Suburu,Impreza,2001,N
32,428230,04/06/2012,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,,own-child,,08/02/2015,Parked Car,?,Minor Damage,PA,Northbrook,1,?,3960,330,2970,BMW,M5,1998,N
43,517240,13/05/2001,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,,wife,,06/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbend,1,YES,63840,10640,42560,BMW,X5,2006,Y
28,469874,17/09/2011,IL,250/500,1000,1139,6000000,FEMALE,Masters,sales,,husband,,14/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbend,3,?,44730,4970,34790,Saab,92x,2000,Y
45,718428,15/07/2011,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,,wife,,22/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,3,YES,84720,14120,56480,Ford,Escape,1999,N
39,620215,27/07/2005,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,,own-child,,23/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Columbus,3,?,61500,6150,43050,Dodge,RAM,2012,N
27,618659,18/10/2005,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,,unmarried,,22/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Arlington,3,?,51000,8500,34000,Nissan,Pathfinder,2013,N
33,649082,19/01/1996,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,,wife,,24/01/2015,Single Vehicle Collision,Side Collision,Total Loss,WV,Northbend,1,?,46800,4680,32760,Jeep,Wrangler,2002,N
32,437573,29/09/2005,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,,unmarried,,09/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Northbend,1,?,78120,17360,52080,BMW,3 Series,2006,N
34,964657,18/02/1997,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,,other-relative,,19/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,1,NO,69200,13840,48440,Volkswagen,Passat,1996,Y
40,932502,11/05/2010,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,,other-relative,,01/01/2015,Vehicle Theft,?,Minor Damage,VA,Riverwood,1,?,3690,410,2870,Ford,Escape,2015,N
28,434507,06/02/2009,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,,not-in-family,,07/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,3,NO,65500,6550,52400,BMW,X5,2010,N
46,935277,09/07/2013,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,,wife,,01/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,3,?,76120,13840,55360,Toyota,Camry,1999,N
32,756054,06/06/1992,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,,not-in-family,,21/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Springfield,3,NO,73560,12260,49040,BMW,X5,1995,N
35,682387,08/03/1998,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,,other-relative,,21/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,1,YES,52030,9460,37840,Mercedes,E400,2008,N
41,456604,29/03/2004,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,,wife,,19/01/2015,Vehicle Theft,?,Trivial Damage,SC,Northbrook,1,?,5170,470,3760,Suburu,Forrestor,2001,N
34,139872,01/06/2006,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,,own-child,,27/02/2015,Parked Car,?,Minor Damage,SC,Northbend,1,?,8190,1890,5040,Chevrolet,Silverado,2013,N
29,354105,08/06/1994,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,,other-relative,,14/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,1,?,70800,7080,49560,Accura,MDX,2012,Y
31,165485,12/02/1998,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,,wife,,01/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,3,?,45630,5070,35490,Accura,MDX,2011,N
58,515050,16/11/2000,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,,wife,,02/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,1,YES,99320,7640,76400,Accura,TL,2002,Y
41,795686,24/10/2004,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,,not-in-family,,01/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Northbend,3,?,64000,12800,44800,BMW,X6,1996,Y
38,395983,08/11/2009,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,,other-relative,,19/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,1,?,47300,4730,37840,Nissan,Pathfinder,2014,N
27,119513,21/09/1996,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,,not-in-family,,18/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,1,NO,71680,8960,53760,Volkswagen,Jetta,2007,Y
41,217938,16/07/1995,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,,not-in-family,,08/02/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Springfield,1,?,112320,17280,77760,Suburu,Impreza,2011,Y
32,203914,09/06/2001,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,,wife,,09/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,1,?,82720,7520,60160,Audi,A3,2014,N
45,565157,06/10/2002,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,,husband,,27/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Hillsdale,3,?,48060,10680,32040,Mercedes,C300,2009,N
32,904191,14/07/1997,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,,own-child,,08/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,3,YES,63570,9780,44010,Volkswagen,Jetta,2006,Y
54,419510,11/11/1994,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,,own-child,,08/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Columbus,3,NO,63240,10540,42160,Suburu,Forrestor,1997,N
33,575000,23/06/2012,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,,own-child,,24/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbrook,3,NO,54240,9040,36160,Saab,93,2013,Y
50,120485,18/02/2007,OH,100/300,1000,1275.39,0,MALE,Associate,sales,,other-relative,,12/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,1,YES,37280,0,37280,Audi,A5,1996,Y
61,781181,27/06/2005,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,,husband,,18/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,3,?,72100,7210,50470,Jeep,Wrangler,2006,N
59,299796,29/09/1999,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,,other-relative,,06/02/2015,Parked Car,?,Minor Damage,WV,Northbend,1,?,6500,1300,4550,Saab,92x,2013,N
38,589749,14/05/2006,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,,not-in-family,,14/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,3,?,78240,13040,52160,Suburu,Legacy,2013,N
29,854021,29/04/2010,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,,other-relative,,05/02/2015,Vehicle Theft,?,Minor Damage,NY,Columbus,1,?,6200,1240,4340,Honda,Accord,1999,N
36,454086,10/11/1992,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,,unmarried,,25/01/2015,Parked Car,?,Minor Damage,VA,Springfield,1,YES,6160,560,3920,Mercedes,E400,2014,N
48,139484,24/07/1999,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,,not-in-family,,16/01/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbrook,1,?,76050,11700,52650,Chevrolet,Silverado,1997,N
48,678849,22/02/1992,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,,unmarried,,28/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,2,NO,86060,13240,59580,Volkswagen,Passat,2002,N
30,346940,13/09/2002,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,,not-in-family,,21/01/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Arlington,1,YES,107900,10790,75530,Dodge,Neon,1997,Y
34,985436,09/08/2003,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,,unmarried,,07/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Columbus,3,NO,99990,18180,63630,Mercedes,E400,2011,N
29,237418,04/12/2007,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,,not-in-family,,23/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Columbus,3,NO,61380,11160,44640,Suburu,Legacy,2012,N
28,335780,22/07/2002,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,,unmarried,,14/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Riverwood,1,?,71280,12960,45360,Audi,A5,2012,Y
45,491392,03/07/1992,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,,unmarried,,27/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,3,NO,64000,12800,44800,Saab,95,1999,N
46,140880,29/03/2005,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,,husband,,21/02/2015,Parked Car,?,Trivial Damage,SC,Hillsdale,1,?,5940,660,4620,Toyota,Highlander,2015,N
37,962591,16/03/2008,IN,250/500,2000,1241.97,0,MALE,High School,other-service,,not-in-family,,05/01/2015,Parked Car,?,Minor Damage,NY,Hillsdale,1,NO,6700,670,5360,Jeep,Wrangler,2011,N
42,922565,23/05/1999,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,,not-in-family,,30/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,3,YES,51740,11940,31840,Jeep,Wrangler,2006,N
28,288580,22/11/2012,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,,husband,,26/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,1,?,53600,6700,40200,Volkswagen,Jetta,2007,Y
29,154280,29/01/1993,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,,wife,,10/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,3,YES,44910,4990,34930,Dodge,Neon,2001,N
31,425973,11/02/2003,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,,wife,,23/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Hillsdale,3,?,48100,11100,29600,Volkswagen,Jetta,2014,N
44,477177,15/08/1990,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,,unmarried,,05/02/2015,Vehicle Theft,?,Trivial Damage,WV,Riverwood,1,NO,6100,610,4270,Ford,Fusion,2002,N
46,648509,06/03/2010,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,,wife,,21/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,PA,Hillsdale,1,?,79600,15920,47760,Jeep,Wrangler,2011,N
34,914815,27/09/1990,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,,other-relative,,07/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,OH,Hillsdale,1,NO,77040,8560,59920,Honda,Civic,1998,N
45,249048,17/06/2005,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,,other-relative,,11/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Columbus,1,YES,62590,11380,39830,Volkswagen,Jetta,2003,N
40,144323,14/09/2001,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,,other-relative,,06/02/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbend,1,YES,85150,13100,58950,Chevrolet,Malibu,1998,N
39,651861,07/01/2011,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,,wife,,24/01/2015,Vehicle Theft,?,Trivial Damage,NY,Hillsdale,1,?,4950,450,3600,Chevrolet,Silverado,2010,N
36,125324,13/09/2003,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,,not-in-family,,18/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Riverwood,3,?,51100,10220,35770,Audi,A3,2006,N
54,398102,24/10/1997,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,,not-in-family,,12/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Springfield,1,YES,100800,16800,67200,Dodge,Neon,1997,N
27,514065,04/01/2009,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,,husband,,17/01/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Springfield,1,YES,90970,16540,57890,Accura,RSX,2009,N
26,391652,12/10/1998,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,,other-relative,,12/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,1,?,81840,14880,59520,Chevrolet,Malibu,2011,Y
46,922167,23/02/1993,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,,not-in-family,,06/01/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbend,1,?,54900,5490,43920,Mercedes,C300,2013,N
35,442795,07/07/1996,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,,husband,,25/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,1,YES,88660,8060,64480,Mercedes,C300,2007,Y
34,226330,23/01/2013,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,,unmarried,,16/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,NC,Riverwood,3,?,18000,2250,13500,Audi,A3,2009,N
39,134430,06/12/2006,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,,other-relative,,25/02/2015,Vehicle Theft,?,Minor Damage,NY,Northbrook,1,YES,5500,1100,3850,Chevrolet,Tahoe,2010,N
25,524230,23/02/2014,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,,own-child,,21/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,3,?,73920,13440,53760,Honda,Civic,2003,Y
28,438817,16/11/2007,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,,other-relative,,16/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Columbus,1,NO,101860,18520,64820,Honda,CRV,2007,N
57,293794,17/04/1999,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,,own-child,,09/02/2015,Parked Car,?,Minor Damage,SC,Riverwood,1,YES,5390,980,3430,Volkswagen,Passat,2008,N
39,868283,06/02/2006,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,,unmarried,,13/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Springfield,1,?,50490,5610,39270,Nissan,Maxima,2001,N
47,828890,20/10/1993,OH,100/300,2000,1367.68,0,FEMALE,MD,handlers-cleaners,,unmarried,,11/01/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Arlington,1,NO,55500,5550,38850,Mercedes,C300,2012,N
32,882920,01/01/2006,OH,500/1000,1000,1215.85,0,MALE,High School,other-service,,husband,,02/01/2015,Vehicle Theft,?,Minor Damage,VA,Hillsdale,1,YES,7040,1280,5120,Nissan,Maxima,2015,N
26,918777,04/04/2003,IL,250/500,2000,1191.19,4000000,MALE,MD,farming-fishing,,not-in-family,,12/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Northbrook,3,?,40160,5020,35140,Chevrolet,Tahoe,2003,N
44,212580,05/07/2014,IL,500/1000,1000,1594.45,0,MALE,High School,handlers-cleaners,,husband,,05/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Columbus,2,YES,55680,6960,41760,Saab,95,2006,N
36,602410,16/01/1996,IN,250/500,2000,1463.07,0,MALE,MD,armed-forces,,own-child,,24/01/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,1,?,5300,530,4240,Jeep,Grand Cherokee,2001,Y
43,976971,19/04/2002,OH,250/500,500,1734.09,0,FEMALE,MD,adm-clerical,,not-in-family,,12/01/2015,Parked Car,?,Trivial Damage,WV,Arlington,1,YES,5200,650,3900,Accura,MDX,2006,N
48,630226,10/12/2005,IL,250/500,500,1411.43,0,MALE,Masters,armed-forces,,own-child,,16/01/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,1,YES,59400,5940,41580,Honda,Civic,2014,N
43,171254,07/11/1994,OH,100/300,2000,1512.58,0,FEMALE,College,sales,,other-relative,,13/01/2015,Vehicle Theft,?,Minor Damage,SC,Arlington,1,?,2520,280,1960,BMW,3 Series,1997,N
31,247116,02/06/2012,IL,250/500,2000,1153.35,0,MALE,PhD,craft-repair,,not-in-family,,02/02/2015,Vehicle Theft,?,Trivial Damage,NY,Hillsdale,1,NO,5760,960,3840,Suburu,Impreza,2011,N
49,505969,07/04/1998,OH,250/500,500,1722.95,0,MALE,PhD,transport-moving,,not-in-family,,28/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,1,?,76700,7670,61360,Suburu,Legacy,2006,N
39,653864,25/04/2007,IN,250/500,2000,1281.07,7000000,FEMALE,High School,protective-serv,,unmarried,,18/01/2015,Parked Car,?,Trivial Damage,NY,Springfield,1,NO,5920,740,4440,Chevrolet,Malibu,2015,N
62,586367,30/06/2000,IL,100/300,500,1011.92,0,MALE,PhD,machine-op-inspct,,wife,,15/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,3,YES,64350,7150,50050,Chevrolet,Tahoe,2009,N
39,896890,04/06/1996,IL,250/500,2000,1042.26,0,MALE,JD,sales,,husband,,31/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,3,NO,19080,4240,12720,Saab,93,1995,N
43,650026,09/05/2009,OH,500/1000,500,1235.1,0,FEMALE,Masters,tech-support,,not-in-family,,10/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,1,NO,54400,5440,43520,BMW,M5,2011,N
32,547744,08/07/2001,OH,100/300,2000,768.91,0,FEMALE,College,sales,,other-relative,,26/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,1,?,59800,5980,47840,Ford,F150,1999,Y
29,598124,20/09/1993,OH,500/1000,500,1301.72,0,MALE,Masters,handlers-cleaners,,husband,,25/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,3,?,72000,7200,57600,Audi,A3,2005,N
48,436126,03/11/2009,IN,250/500,500,1451.54,3000000,MALE,JD,adm-clerical,,husband,,08/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Riverwood,4,NO,65070,7230,43380,Mercedes,C300,2003,N
53,739447,10/12/2014,IN,250/500,500,767.14,0,MALE,Associate,sales,,not-in-family,,14/01/2015,Parked Car,?,Trivial Damage,WV,Columbus,1,NO,8800,1760,6160,Suburu,Legacy,2002,N
24,427484,08/01/1994,OH,250/500,2000,1620.89,0,FEMALE,High School,handlers-cleaners,,other-relative,,03/02/2015,Vehicle Theft,?,Minor Damage,NC,Hillsdale,1,NO,6120,1020,4080,Toyota,Corolla,2015,N
37,218684,05/08/2006,IN,500/1000,2000,1048.46,0,MALE,High School,priv-house-serv,,not-in-family,,05/01/2015,Vehicle Theft,?,Trivial Damage,OH,Columbus,1,?,7080,1180,5310,Dodge,RAM,1999,N
50,565564,07/02/2007,OH,100/300,1000,1538.26,6000000,MALE,High School,sales,,other-relative,,24/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,3,YES,34320,8580,21450,Volkswagen,Passat,2009,N
40,743163,09/04/2001,OH,500/1000,2000,1217.69,0,FEMALE,MD,prof-specialty,,wife,,26/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,3,?,53460,9720,34020,Dodge,Neon,2004,Y
33,604614,17/02/1995,IN,100/300,2000,1362.64,5000000,FEMALE,JD,exec-managerial,,wife,,21/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Columbus,1,YES,81360,6780,61020,Suburu,Legacy,2009,Y
43,509928,25/07/1995,OH,100/300,1000,1279.13,0,MALE,PhD,craft-repair,,other-relative,,06/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Springfield,3,?,81070,7370,58960,Audi,A3,2006,Y
26,593390,24/03/2006,IL,100/300,2000,924.72,0,FEMALE,High School,machine-op-inspct,,unmarried,,07/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,1,NO,63120,5260,47340,Audi,A5,2008,N
28,970607,28/03/1995,OH,250/500,1000,1019.44,0,MALE,Masters,transport-moving,,not-in-family,,10/02/2015,Vehicle Theft,?,Trivial Damage,NC,Springfield,1,?,7200,1440,5040,BMW,X5,2004,N
46,174701,19/06/1996,IL,500/1000,500,1314.6,0,FEMALE,MD,prof-specialty,,not-in-family,,23/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,1,?,70290,12780,51120,Saab,92x,1998,Y
43,529398,16/06/1993,OH,100/300,1000,1515.18,6000000,MALE,College,priv-house-serv,,other-relative,,09/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,3,NO,60190,9260,41670,BMW,X6,1999,N
44,940942,11/07/2001,OH,250/500,2000,1649.18,0,MALE,College,farming-fishing,,other-relative,,22/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Hillsdale,1,YES,61380,11160,44640,Honda,Civic,2009,Y
